generation_id,field_name,source_name,source_url,access_date,confidence
BMW_1_E87,electric_range_km,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_1_F20,horsepower_hp,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_1_F20,torque_nm,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_1_F20,displacement_cc,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_1_F20,dimensions,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_1_F20,weight_kg,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_1_F20,top_speed_kmh,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_1_F20,acceleration_0_100_s,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_1_F20,electric_range_km,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_1_F40,horsepower_hp,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_1_F40,torque_nm,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_1_F40,displacement_cc,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_1_F40,dimensions,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_1_F40,weight_kg,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_1_F40,top_speed_kmh,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_1_F40,acceleration_0_100_s,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_1_F40,electric_range_km,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_1_F70,horsepower_hp,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_1_F70,torque_nm,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_1_F70,displacement_cc,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_1_F70,dimensions,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_1_F70,weight_kg,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_1_F70,top_speed_kmh,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_1_F70,acceleration_0_100_s,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_1_F70,electric_range_km,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_2_F22,horsepower_hp,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_2_F22,torque_nm,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_2_F22,displacement_cc,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_2_F22,dimensions,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_2_F22,weight_kg,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_2_F22,top_speed_kmh,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_2_F22,acceleration_0_100_s,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_2_F22,electric_range_km,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_2_F44,horsepower_hp,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_2_F44,torque_nm,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_2_F44,displacement_cc,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_2_F44,dimensions,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_2_F44,weight_kg,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_2_F44,top_speed_kmh,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_2_F44,acceleration_0_100_s,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_2_F44,electric_range_km,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_2_F45,horsepower_hp,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_2_F45,torque_nm,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_2_F45,displacement_cc,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_2_F45,dimensions,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_2_F45,weight_kg,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_2_F45,top_speed_kmh,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_2_F45,acceleration_0_100_s,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_2_F45,electric_range_km,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_2_G42,horsepower_hp,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_2_G42,torque_nm,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_2_G42,displacement_cc,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_2_G42,dimensions,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_2_G42,weight_kg,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_2_G42,top_speed_kmh,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_2_G42,acceleration_0_100_s,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_2_G42,electric_range_km,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_2_U06,horsepower_hp,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_2_U06,torque_nm,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_2_U06,displacement_cc,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_2_U06,dimensions,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_2_U06,weight_kg,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_2_U06,top_speed_kmh,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_2_U06,acceleration_0_100_s,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_2_U06,electric_range_km,BMW AG Technical Specifications & Homologation Documentation,https://www.press.bmwgroup.com,2026-08-22,High
BMW_3-15_DA2,horsepower_hp,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3-15_DA2,torque_nm,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3-15_DA2,displacement_cc,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3-15_DA2,dimensions,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3-15_DA2,weight_kg,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3-15_DA2,top_speed_kmh,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3-15_DA2,acceleration_0_100_s,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3-15_DA2,electric_range_km,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3-20_AM,horsepower_hp,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3-20_AM,torque_nm,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3-20_AM,displacement_cc,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3-20_AM,dimensions,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3-20_AM,weight_kg,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3-20_AM,top_speed_kmh,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3-20_AM,acceleration_0_100_s,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3-20_AM,electric_range_km,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_303,horsepower_hp,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_303,torque_nm,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_303,displacement_cc,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_303,dimensions,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_303,weight_kg,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_303,top_speed_kmh,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_303,acceleration_0_100_s,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_303,electric_range_km,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_309,horsepower_hp,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_309,torque_nm,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_309,displacement_cc,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_309,dimensions,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_309,weight_kg,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_309,top_speed_kmh,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_309,acceleration_0_100_s,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_309,electric_range_km,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_315,horsepower_hp,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_315,torque_nm,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_315,displacement_cc,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_315,dimensions,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_315,weight_kg,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_315,top_speed_kmh,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_315,acceleration_0_100_s,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_315,electric_range_km,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_319,horsepower_hp,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_319,torque_nm,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_319,displacement_cc,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_319,dimensions,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_319,weight_kg,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_319,top_speed_kmh,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_319,acceleration_0_100_s,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_319,electric_range_km,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_320,horsepower_hp,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_320,torque_nm,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_320,displacement_cc,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_320,dimensions,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_320,weight_kg,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_320,top_speed_kmh,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_320,acceleration_0_100_s,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_320,electric_range_km,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3200_CS,horsepower_hp,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3200_CS,torque_nm,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3200_CS,displacement_cc,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3200_CS,dimensions,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3200_CS,weight_kg,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3200_CS,top_speed_kmh,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3200_CS,acceleration_0_100_s,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_3200_CS,electric_range_km,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_321,horsepower_hp,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_321,torque_nm,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_321,displacement_cc,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_321,dimensions,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_321,weight_kg,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_321,top_speed_kmh,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_321,acceleration_0_100_s,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_321,electric_range_km,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_326,horsepower_hp,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_326,torque_nm,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_326,displacement_cc,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_326,dimensions,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_326,weight_kg,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_326,top_speed_kmh,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_326,acceleration_0_100_s,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_326,electric_range_km,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_327,horsepower_hp,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_327,torque_nm,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_327,displacement_cc,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_327,dimensions,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_327,weight_kg,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_327,top_speed_kmh,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_327,acceleration_0_100_s,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_327,electric_range_km,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_328,horsepower_hp,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_328,torque_nm,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_328,displacement_cc,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_328,dimensions,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_328,weight_kg,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_328,top_speed_kmh,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_328,acceleration_0_100_s,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_328,electric_range_km,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_329,horsepower_hp,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_329,torque_nm,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_329,displacement_cc,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_329,dimensions,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_329,weight_kg,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_329,top_speed_kmh,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_329,acceleration_0_100_s,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_329,electric_range_km,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_335,horsepower_hp,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_335,torque_nm,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_335,displacement_cc,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_335,dimensions,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_335,weight_kg,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
BMW_335,top_speed_kmh,BMW Group Classic Historic Vehicle Specifications,https://www.bmwgroup-classic.com/en/history/historic-modeloverview-bmw.html,2026-08-22,High
